Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
2003-02-02,West Ham,Liverpool,0,3,A,0,2,A,7,11,2,5,12,12,6,8,1,0,0,0
2003-02-04,Birmingham,Man United,0,1,A,0,0,D,5,15,3,7,9,14,3,5,1,1,0,0
2003-02-08,Birmingham,Chelsea,1,3,A,0,1,A,7,3,6,3,13,14,7,2,1,4,0,0
2003-02-08,Blackburn,Southampton,1,0,H,1,0,H,18,11,11,5,9,11,6,6,0,1,0,0
2003-02-08,Charlton,Everton,2,1,H,1,0,H,19,14,10,6,15,10,4,10,0,1,0,0
2003-02-08,Fulham,Aston Villa,2,1,H,2,1,H,17,8,10,5,11,14,6,5,1,3,0,0
2003-02-08,Leeds,West Ham,1,0,H,1,0,H,10,12,7,3,13,13,9,6,2,2,0,1
2003-02-08,Liverpool,Middlesbrough,1,1,D,0,1,A,17,2,10,2,16,12,14,3,0,2,0,0
2003-02-08,Tottenham,Sunderland,4,1,H,2,1,H,16,8,7,6,12,11,10,8,0,2,0,0
2003-02-08,West Brom,Bolton,1,1,D,0,1,A,15,7,8,5,8,12,5,4,2,4,0,0
2003-02-09,Man United,Man City,1,1,D,1,0,H,15,9,8,6,8,10,10,4,1,1,0,0
2003-02-09,Newcastle,Arsenal,1,1,D,0,1,A,6,18,4,10,11,10,6,7,2,2,1,0
2003-02-19,Fulham,West Brom,3,0,H,0,0,D,12,9,8,4,13,18,2,3,1,2,0,0
2003-02-22,Bolton,Man United,1,1,D,0,0,D,13,7,5,3,13,10,8,5,1,1,0,0
2003-02-22,Charlton,Aston Villa,3,0,H,0,0,D,14,13,9,6,17,20,6,6,2,2,0,0
2003-02-22,Chelsea,Blackburn,1,2,A,0,0,D,16,6,9,5,11,12,5,2,2,1,0,0
2003-02-22,Everton,Southampton,2,1,H,0,1,A,25,11,16,6,3,13,17,6,0,1,0,0
2003-02-22,Leeds,Newcastle,0,3,A,0,1,A,12,13,5,6,14,19,1,7,0,0,0,0
2003-02-22,Man City,Arsenal,1,5,A,0,4,A,18,9,12,9,7,7,14,4,0,0,0,0
2003-02-22,Sunderland,Middlesbrough,1,3,A,0,2,A,7,9,4,5,18,16,4,6,2,1,0,0
2003-02-23,Birmingham,Liverpool,2,1,H,1,0,H,5,14,2,9,14,11,2,6,2,1,0,0
2003-02-23,West Brom,West Ham,1,2,A,0,1,A,10,7,5,2,19,12,7,4,1,1,0,0
2003-02-24,Tottenham,Fulham,1,1,D,1,1,D,15,8,10,7,17,13,5,7,2,2,1,1
2003-03-01,Blackburn,Man City,1,0,H,1,0,H,10,12,7,6,9,15,2,4,2,0,0,0
2003-03-01,Fulham,Sunderland,1,0,H,0,0,D,11,15,4,6,18,13,8,11,1,2,0,0
2003-03-01,Middlesbrough,Everton,1,1,D,0,1,A,6,11,2,5,14,8,4,2,0,0,0,0
2003-03-01,Newcastle,Chelsea,2,1,H,1,1,D,5,8,2,5,12,22,5,7,0,1,0,0
2003-03-01,Southampton,West Brom,1,0,H,1,0,H,15,12,11,3,21,20,9,3,2,2,0,0
2003-03-01,West Ham,Tottenham,2,0,H,1,0,H,10,9,8,3,14,9,8,3,3,2,0,0
2003-03-02,Arsenal,Charlton,2,0,H,2,0,H,19,6,11,4,12,12,12,6,1,0,0,0
2003-03-03,Aston Villa,Birmingham,0,2,A,0,0,D,11,5,4,3,20,17,4,3,1,2,2,0
2003-03-05,Man United,Leeds,2,1,H,1,0,H,15,7,2,6,10,16,8,3,1,1,0,0
2003-03-05,Middlesbrough,Newcastle,1,0,H,0,0,D,10,11,4,0,13,16,5,9,0,3,0,0
2003-03-08,Liverpool,Bolton,2,0,H,1,0,H,9,10,3,2,13,11,3,3,0,3,0,0
2003-03-15,Aston Villa,Man United,0,1,A,0,1,A,19,13,6,5,10,10,6,6,2,1,0,0
2003-03-15,Blackburn,Arsenal,2,0,H,1,0,H,10,9,4,5,11,15,3,5,4,2,0,0
2003-03-15,Charlton,Newcastle,0,2,A,0,1,A,7,11,5,5,10,9,6,4,1,2,0,0
2003-03-15,Everton,West Ham,0,0,D,0,0,D,11,3,8,2,14,12,5,5,2,0,0,0
2003-03-15,Fulham,Southampton,2,2,D,1,0,H,3,12,3,5,8,11,3,7,1,0,0,0
2003-03-15,Leeds,Middlesbrough,2,3,A,1,2,A,14,7,8,3,16,11,6,3,3,2,0,0
2003-03-15,Sunderland,Bolton,0,2,A,0,0,D,12,13,7,8,15,12,8,6,1,1,0,0
2003-03-16,Man City,Birmingham,1,0,H,0,0,D,14,7,9,4,17,7,7,6,2,1,1,0
2003-03-16,Tottenham,Liverpool,2,3,A,0,0,D,12,9,5,6,21,11,9,4,1,1,0,0
2003-03-16,West Brom,Chelsea,0,2,A,0,1,A,5,11,1,8,10,8,2,4,0,0,0,0
2003-03-22,Birmingham,West Brom,1,0,H,0,0,D,13,9,6,3,10,22,8,3,0,0,0,0
2003-03-22,Chelsea,Man City,5,0,H,2,0,H,16,8,10,4,11,13,7,6,1,2,0,1
2003-03-22,Man United,Fulham,3,0,H,1,0,H,18,11,11,6,11,12,9,5,2,1,0,0
2003-03-22,Middlesbrough,Charlton,1,1,D,0,1,A,15,6,6,4,9,10,8,4,1,2,0,0
2003-03-22,Newcastle,Blackburn,5,1,H,1,0,H,14,11,8,8,12,11,8,3,1,1,0,0
2003-03-22,Southampton,Aston Villa,2,2,D,1,2,A,11,13,7,9,8,17,4,3,0,1,0,0
2003-03-22,West Ham,Sunderland,2,0,H,1,0,H,10,4,4,2,16,12,4,1,1,0,0,0
2003-03-23,Arsenal,Everton,2,1,H,1,0,H,14,6,10,3,15,19,3,5,2,1,0,0
2003-03-23,Liverpool,Leeds,3,1,H,2,1,H,19,11,11,6,12,17,4,6,0,1,0,0
2003-03-24,Bolton,Tottenham,1,0,H,0,0,D,15,7,8,2,8,9,4,9,0,1,0,0
2003-04-05,Aston Villa,Arsenal,1,1,D,0,0,D,6,12,2,5,19,12,5,6,1,2,0,0
2003-04-05,Bolton,Man City,2,0,H,1,0,H,5,5,3,2,6,10,5,7,0,5,0,0
2003-04-05,Charlton,Leeds,1,6,A,1,3,A,6,14,4,10,14,17,7,8,2,1,0,0
2003-04-05,Man United,Liverpool,4,0,H,1,0,H,12,5,9,1,15,17,10,4,1,3,0,1
2003-04-05,Middlesbrough,West Brom,3,0,H,1,0,H,22,12,12,6,9,15,3,5,0,1,0,0
2003-04-05,Southampton,West Ham,1,1,D,1,0,H,11,14,5,8,17,11,3,8,3,2,0,0
2003-04-05,Sunderland,Chelsea,1,2,A,1,0,H,9,13,4,10,17,11,3,8,1,1,0,0
2003-04-05,Tottenham,Birmingham,2,1,H,1,0,H,12,10,6,4,20,16,10,5,1,1,0,0
2003-04-06,Everton,Newcastle,2,1,H,1,1,D,9,15,7,8,12,13,9,5,1,2,0,0
2003-04-07,Fulham,Blackburn,0,4,A,0,2,A,9,7,4,3,9,19,3,4,0,2,0,0
2003-04-12,Birmingham,Sunderland,2,0,H,1,0,H,7,2,3,0,22,19,6,6,0,1,0,1
2003-04-12,Blackburn,Charlton,1,0,H,1,0,H,11,7,6,5,10,14,9,11,0,0,0,0
2003-04-12,Chelsea,Bolton,1,0,H,0,0,D,17,7,8,2,9,10,3,1,1,2,0,0
2003-04-12,Leeds,Tottenham,2,2,D,1,2,A,11,6,4,2,13,10,7,4,1,2,0,0
2003-04-12,Liverpool,Fulham,2,0,H,1,0,H,17,11,11,7,9,17,5,6,1,2,0,0
2003-04-12,Man City,Middlesbrough,0,0,D,0,0,D,9,6,6,1,12,7,1,4,0,1,0,0
2003-04-12,Newcastle,Man United,2,6,A,1,4,A,15,15,9,11,8,7,6,6,1,0,0,0
2003-04-12,West Brom,Everton,1,2,A,1,2,A,12,8,6,3,9,5,3,10,2,2,0,0
2003-04-12,West Ham,Aston Villa,2,2,D,1,1,D,15,6,7,3,14,12,10,7,4,1,0,0
2003-04-16,Arsenal,Man United,2,2,D,0,1,A,10,6,7,3,15,15,6,2,0,2,1,0
2003-04-18,Tottenham,Man City,0,2,A,0,2,A,9,11,6,6,11,15,7,9,2,3,0,0
2003-04-19,Aston Villa,Chelsea,2,1,H,1,0,H,19,16,10,10,11,12,6,2,1,0,0,0
2003-04-19,Bolton,West Ham,1,0,H,1,0,H,19,9,9,3,18,9,8,3,3,4,0,1
2003-04-19,Charlton,Birmingham,0,2,A,0,1,A,7,13,5,7,16,12,8,5,2,1,0,0
2003-04-19,Everton,Liverpool,1,2,A,0,1,A,9,8,4,2,15,18,4,3,4,3,2,0
2003-04-19,Fulham,Newcastle,2,1,H,0,1,A,13,8,6,6,12,9,6,13,1,1,0,1
2003-04-19,Man United,Blackburn,3,1,H,2,1,H,18,6,12,1,8,9,7,3,0,0,0,0
2003-04-19,Middlesbrough,Arsenal,0,2,A,0,0,D,7,6,3,2,16,12,3,5,0,1,0,0
2003-04-19,Southampton,Leeds,3,2,H,2,0,H,16,5,7,3,8,22,11,1,0,4,0,1
2003-04-19,Sunderland,West Brom,1,2,A,0,2,A,20,9,13,7,19,12,10,5,4,1,0,0
2003-04-21,Birmingham,Southampton,3,2,H,0,1,A,15,12,9,7,10,19,5,3,0,2,0,0
2003-04-21,Blackburn,Bolton,0,0,D,0,0,D,11,6,5,3,14,13,9,4,2,3,0,0
2003-04-21,Chelsea,Everton,4,1,H,1,0,H,13,3,9,1,11,15,4,0,1,1,0,0
2003-04-21,Liverpool,Charlton,2,1,H,0,0,D,20,5,10,5,4,14,8,9,0,1,0,0
2003-04-21,Man City,Sunderland,3,0,H,2,0,H,15,4,8,3,12,11,7,3,0,1,0,0
2003-04-21,Newcastle,Aston Villa,1,1,D,1,0,H,16,10,4,7,6,13,8,5,0,1,0,0
2003-04-21,West Brom,Tottenham,2,3,A,1,1,D,8,8,8,5,9,10,5,8,2,2,0,0
2003-04-21,West Ham,Middlesbrough,1,0,H,0,0,D,13,6,9,2,15,18,4,6,1,2,0,0
2003-04-22,Leeds,Fulham,2,0,H,1,0,H,19,7,7,2,18,17,8,4,0,2,0,0
2003-04-26,Birmingham,Middlesbrough,3,0,H,2,0,H,7,6,6,4,17,18,3,3,1,2,0,0
2003-04-26,Bolton,Arsenal,2,2,D,0,0,D,17,8,11,7,15,16,10,4,2,2,1,0
2003-04-26,Charlton,Southampton,2,1,H,1,0,H,14,14,10,6,15,12,7,10,1,1,0,0
2003-04-26,Chelsea,Fulham,1,1,D,1,0,H,11,7,5,5,9,11,9,2,3,2,0,0
2003-04-26,Everton,Aston Villa,2,1,H,0,0,D,11,15,8,10,10,13,8,6,0,1,0,0
2003-04-26,Leeds,Blackburn,2,3,A,1,1,D,15,10,9,5,12,18,11,6,2,1,0,0
2003-04-26,Sunderland,Newcastle,0,1,A,0,1,A,12,18,8,9,20,18,6,8,4,4,0,0
2003-04-26,West Brom,Liverpool,0,6,A,0,1,A,9,18,5,14,12,6,4,3,1,1,0,0
2003-04-27,Man City,West Ham,0,1,A,0,0,D,16,11,5,7,10,11,11,6,1,1,0,0
2003-04-27,Tottenham,Man United,0,2,A,0,0,D,6,20,3,15,11,11,5,8,0,0,0,0
2003-05-03,Aston Villa,Sunderland,1,0,H,0,0,D,11,11,4,7,11,13,12,6,0,1,0,0
2003-05-03,Blackburn,West Brom,1,1,D,1,0,H,13,13,7,7,14,16,7,2,2,1,0,0
2003-05-03,Fulham,Everton,2,0,H,2,0,H,13,16,6,8,14,13,6,9,1,1,0,0
2003-05-03,Liverpool,Man City,1,2,A,0,0,D,8,6,6,3,9,17,8,4,2,2,0,0
2003-05-03,Man United,Charlton,4,1,H,3,1,H,21,4,14,2,6,10,11,3,0,1,0,0
2003-05-03,Middlesbrough,Tottenham,5,1,H,3,0,H,26,6,16,4,15,9,8,3,0,2,0,1
2003-05-03,Newcastle,Birmingham,1,0,H,1,0,H,18,4,9,2,14,12,8,4,0,2,0,1
2003-05-03,Southampton,Bolton,0,0,D,0,0,D,10,10,4,2,19,9,7,3,3,2,0,0
2003-05-03,West Ham,Chelsea,1,0,H,0,0,D,11,8,7,3,12,15,10,8,3,1,0,0
2003-05-04,Arsenal,Leeds,2,3,A,1,1,D,33,11,17,6,16,16,6,2,2,1,0,0
2003-05-07,Arsenal,Southampton,6,1,H,5,1,H,16,13,13,5,12,16,6,10,1,1,0,0
2003-05-11,Birmingham,West Ham,2,2,D,0,0,D,10,16,7,10,18,11,6,7,1,1,0,0
2003-05-11,Bolton,Middlesbrough,2,1,H,2,0,H,13,6,6,3,18,18,6,5,3,2,0,1
2003-05-11,Charlton,Fulham,0,1,A,0,1,A,10,17,4,7,13,14,2,4,2,3,1,0
2003-05-11,Chelsea,Liverpool,2,1,H,2,1,H,13,5,6,3,17,13,4,3,3,1,0,1
2003-05-11,Everton,Man United,1,2,A,1,1,D,8,17,4,12,16,15,6,6,5,3,0,0
2003-05-11,Leeds,Aston Villa,3,1,H,1,1,D,11,18,5,6,18,14,1,8,0,1,0,0
2003-05-11,Man City,Southampton,0,1,A,0,1,A,17,6,7,3,14,14,10,4,3,4,0,0
2003-05-11,Sunderland,Arsenal,0,4,A,0,2,A,7,20,3,13,16,12,6,10,1,0,0,0
2003-05-11,Tottenham,Blackburn,0,4,A,0,2,A,11,13,7,9,9,12,6,3,1,1,1,0
2003-05-11,West Brom,Newcastle,2,2,D,0,1,A,8,14,3,9,9,8,2,8,0,0,0,0
